[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1687545220.794000 6/23/2023, 8:33:40 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.60,  Build 081

INFO, NAME, Li0.6Al0.4Fe5O8
INFO, WEIGHT, 85.250
INFO, AREA, 0.000
INFO, LENGTH, 0.000
INFO, SHAPE, 
INFO, COMMENT, cotton: 29.92 mg, capsule:40.26 mg
INFO, SEQUENCE FILE: ciclo_histeresis_DC_1T linreg.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1687545220.794,,1.000000e+004,2.932571e+002,1.315660e+000,0.000000e+000,3,9.899260e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,9.289551e-002,0.000000e+000,0,,0,
1687545251.635,,8.782770e+003,2.932903e+002,1.315139e+000,0.000000e+000,3,9.902465e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,2.919006e-001,0.000000e+000,0,,0,
1687545281.370,,7.527921e+003,2.932904e+002,1.312821e+000,0.000000e+000,3,9.900751e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,4.244995e-001,0.000000e+000,0,,0,
1687545309.512,,6.272148e+003,2.932306e+002,1.311343e+000,0.000000e+000,3,9.902687e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.990051e-001,0.000000e+000,0,,0,
1687545386.711,,5.017997e+003,2.931710e+002,1.308199e+000,0.000000e+000,3,9.901177e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.061096e-001,0.000000e+000,0,,0,
1687545417.824,,4.014374e+003,2.931180e+002,1.303166e+000,0.000000e+000,3,9.900858e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.854858e-001,0.000000e+000,0,,0,
1687545445.988,,3.512505e+003,2.930583e+002,1.299952e+000,0.000000e+000,3,9.900056e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.987000e-001,0.000000e+000,0,,0,
1687545472.754,,3.010809e+003,2.931179e+002,1.296005e+000,0.000000e+000,3,9.900534e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,5.300903e-002,0.000000e+000,0,,0,
1687545500.077,,2.509114e+003,2.929987e+002,1.289158e+000,0.000000e+000,3,9.899845e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.853943e-001,0.000000e+000,0,,0,
1687545528.227,,2.007303e+003,2.931246e+002,1.278856e+000,0.000000e+000,3,9.898438e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.987915e-001,0.000000e+000,0,,0,
1687545556.157,,1.505607e+003,2.931180e+002,1.259391e+000,0.000000e+000,3,9.897586e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.060791e-001,0.000000e+000,0,,0,
1687545584.152,,1.003692e+003,2.930583e+002,1.206692e+000,0.000000e+000,3,9.895077e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,6.619263e-002,0.000000e+000,0,,0,
1687545610.707,,5.018112e+002,2.930583e+002,1.009212e+000,0.000000e+000,3,9.892411e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.722107e-001,0.000000e+000,0,,0,
1687545637.551,,4.014837e+002,2.930649e+002,9.175145e-001,0.000000e+000,3,9.889694e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,0.000000e+000,0.000000e+000,0,,0,
1687545661.233,,3.011793e+002,2.930186e+002,7.861140e-001,0.000000e+000,3,9.889715e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,3.970337e-002,0.000000e+000,0,,0,
1687545685.592,,2.007592e+002,2.930848e+002,5.966258e-001,0.000000e+000,3,9.886930e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,3.047180e-001,0.000000e+000,0,,0,
1687545729.605,,1.004433e+002,2.930120e+002,3.418216e-001,0.000000e+000,3,9.882398e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,2.651978e-002,0.000000e+000,0,,0,
1687545797.912,,1.157178e-002,2.930516e+002,2.858165e-002,0.000000e+000,3,9.919852e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,7.949829e-002,0.000000e+000,0,,0,
1687545831.859,,-5.025634e+001,2.930053e+002,-1.379045e-001,0.000000e+000,3,9.881390e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,6.619263e-002,0.000000e+000,0,,0,
1687545900.143,,-1.005474e+002,2.929258e+002,-2.898009e-001,0.000000e+000,3,9.878030e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,3.970337e-002,0.000000e+000,0,,0,
1687545925.815,,-1.506996e+002,2.930450e+002,-4.259208e-001,0.000000e+000,3,9.882857e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.330566e-002,0.000000e+000,0,,0,
1687545952.317,,-2.009096e+002,2.929722e+002,-5.469805e-001,0.000000e+000,3,9.882448e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,1.589050e-001,0.000000e+000,0,,0,
1687545976.731,,-2.511081e+002,2.929921e+002,-6.524081e-001,0.000000e+000,3,9.884554e-001,0.000000e+000,,,,,,,,,,,,,,24,1,4.000000e+000,3.970337e-002,0.000000e+000,0,,0,
